Name,Type,RA,Dec,Const,MajAx,MinAx,V-Mag,M,NGC,IC,Common names,Name catalog,Name number (with zeros),Name normalized,IC name,M name,Name number,Catalog,Name_MIKE,Name (no leading zero),Name (final),NGC/ID,Type_MIKE,Common Name,Mag,RA_MIKE,Dec_MIKE,Width ('),Height ('),IC_MIKE,IC name_MIKE,NGC_MIKE,NGC name,mike,CONST.,NGC DESIGNATION,OTHER NAME(S),R.A.,DEC.,MAG_500,MAX SZ,MIN SZ,Name catalog_500,Name number_500,Types_OpenNGC,Best_500,Notes
NGC4439,OCl,12:28:26.35,-60:06:11.6,Cru,4.5,,8.4,,,,,NGC,4439,NGC 4439,,,4439.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,small_dso
NGC4449,G,12:28:11.10,+44:05:37.1,CVn,4.66,2.71,9.64,,,,,NGC,4449,NGC 4449,,,4449.0,,,,,,,,,,,,,,,,,,Cvn,NGC4449,UGC 7592/THE BOX GALAXY     ,12 28.2,+44 06,9.6,6.2,4.9,NGC,4449.0,G,True,small_dso
NGC4463,OCl,12:29:55.22,-64:47:22.8,Mus,4.8,,7.2,,,,,NGC,4463,NGC 4463,,,4463.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,small_dso
NGC4490,G,12:30:36.24,+41:38:38.0,CVn,6.71,1.65,9.72,,,,,NGC,4490,NGC 4490,,,4490.0,,,,,,,,,,,,,,,,,,Cvn,NGC4490,COCOON GALAXY,12 30.6,+41 39,9.8,6.4,3.2,NGC,4490.0,G,True,small_dso
NGC4494,G,12:31:24.10,+25:46:30.9,Com,4.35,4.13,9.8,,,,,NGC,4494,NGC 4494,,,4494.0,,,,,,,,,,,,,,,,,,Com,NGC4494,UGC 7662         ,12 31.4,+25 46,9.8,4.5,4.3,NGC,4494.0,G,True,small_dso
NGC4526,G,12:34:03.09,+07:41:58.3,Vir,6.95,2.47,9.59,,4560,,,NGC,4526,NGC 4526,,,4526.0,,,,,,,,,,,,,,,,,,Vir,NGC4526,HAIRY EYEBROW GALAXY,12 34.0,+07 42,9.7,7.0,2.5,NGC,4526.0,G,True,small_dso
NGC4535,G,12:34:20.31,+08:11:51.9,Vir,8.15,7.48,9.89,,,,,NGC,4535,NGC 4535,,,4535.0,,,,,,,,,,,,,,,,,,Vir,NGC4535,UGC 7727/The Lost Galaxy of Copeland    ,12 34.3,+08 12,10,6.9,5.4,NGC,4535.0,G,True,small_dso
NGC4559,G,12:35:57.65,+27:57:36.0,Com,10.57,4.82,9.92,,,,,NGC,4559,NGC 4559,,,4559.0,,,,,,,,,,,,,,,,,,Com,NGC4559,UGC 7766/KOI FISH GAL.      ,12 36.0,+27 58,10,11.0,4.9,NGC,4559.0,G,True,small_dso
NGC4609,OCl,12:42:16.83,-62:59:44.7,Cru,5.4,,6.9,,,,Coalsack Cluster,NGC,4609,NGC 4609,,,4609.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,small_dso
NGC4636,G,12:42:49.83,+02:41:16.0,Vir,6.35,4.7,9.99,,,,,NGC,4636,NGC 4636,,,4636.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,small_dso
NGC4697,G,12:48:35.88,-05:48:02.7,Vir,7.14,4.16,9.37,,,,,NGC,4697,NGC 4697,,,4697.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,small_dso
NGC4699,G,12:49:02.23,-08:39:53.5,Vir,3.99,3.02,9.53,,,,,NGC,4699,NGC 4699,,,4699.0,,,,,,,,,,,,,,,,,,Vir,NGC4699,VINYL LP GALAXY,12 49.0,-08 40,9.5,3.8,2.8,NGC,4699.0,G,True,small_dso
NGC4725,G,12:50:26.58,+25:30:02.9,Com,9.71,7.1,9.38,,,,,NGC,4725,NGC 4725,,,4725.0,,,,,,,,,,,,,,,,,,Com,NGC4725,UGC 7989 /TI-FIGHTER GAL        ,12 50.4,+25 30,9.4,10.4,7.2,NGC,4725.0,G,True,small_dso
NGC4753,G,12:52:22.11,-01:11:58.9,Vir,6.49,3.06,9.66,,,,,NGC,4753,NGC 4753,,,4753.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,small_dso
NGC4815,OCl,12:57:58.37,-64:57:42.3,Mus,3.9,,8.6,,,,,NGC,4815,NGC 4815,,,4815.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,small_dso
NGC4833,GCl,12:59:34.94,-70:52:28.5,Mus,8.4,,7.79,,,,,NGC,4833,NGC 4833,,,4833.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,small_dso
NGC4852,OCl,13:00:04.39,-59:36:34.0,Cen,5.4,,8.9,,,,,NGC,4852,NGC 4852,,,4852.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,small_dso
NGC5053,GCl,13:16:26.99,+17:41:51.9,Com,4.8,,9.96,,,,,NGC,5053,NGC 5053,,,5053.0,,,,,,,,,,,,,,,,,,Com,NGC5053,,13 16.5,+17 42,9,10.0,10.0,NGC,5053.0,GCl,True,small_dso
NGC5102,G,13:21:57.61,-36:37:48.9,Cen,9.71,3.71,9.88,,,,,NGC,5102,NGC 5102,,,5102.0,,,,,,,,,,,,,,,,,,Cen,NGC5102,IOTA'S GHOST,13 22.0,-36 38,9.3,8.3,3.5,NGC,5102.0,G,True,small_dso
NGC5138,OCl,13:27:15.21,-59:02:27.4,Cen,4.2,,5.33,,,,,NGC,5138,NGC 5138,,,5138.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,small_dso
NGC5168,OCl,13:31:05.25,-60:56:21.2,Cen,4.2,,9.1,,,,,NGC,5168,NGC 5168,,,5168.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,small_dso
NGC5195,G,13:29:59.59,+47:15:58.1,CVn,5.5,4.36,9.58,,,,,NGC,5195,NGC 5195,,,5195.0,,,,,,,,,,,,,,,,,,Cvn,NGC5195,UGC 8494         ,13 30.0,+47 16,9.6,5.9,4.6,NGC,5195.0,G,True,small_dso
NGC5248,G,13:37:32.02,+08:53:06.6,Boo,4.07,2.38,9.97,,,,,NGC,5248,NGC 5248,,,5248.0,,,,,,,,,,,,,,,,,,Boo,NGC5248,UGC 8616         ,13 37.5,+08 53,10.3,5.9,4.5,NGC,5248.0,G,True,small_dso
NGC5281,OCl,13:46:35.15,-62:54:59.5,Cen,6.9,,5.9,,,,,NGC,5281,NGC 5281,,,5281.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,small_dso
NGC5286,GCl,13:46:26.58,-51:22:24.5,Cen,6.6,,8.31,,,,,NGC,5286,NGC 5286,,,5286.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,small_dso
NGC5316,OCl,13:53:57.22,-61:52:08.8,Cen,9.9,,6.0,,,,,NGC,5316,NGC 5316,,,5316.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,small_dso
NGC5466,GCl,14:05:27.36,+28:32:04.2,Boo,6.6,,9.7,,,,,NGC,5466,NGC 5466,,,5466.0,,,,,,,,,,,,,,,,,,Boo,NGC5466,,14 05.5,+28 32,9.2,9.0,9.0,NGC,5466.0,GCl,True,small_dso
NGC0559,OCl,01:29:33.17,+63:18:05.2,Cas,9.0,,9.5,,,,,NGC,0559,NGC 559,,,559.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,small_dso
NGC5606,OCl,14:27:47.28,-59:37:56.1,Cen,3.6,,7.7,,,,,NGC,5606,NGC 5606,,,5606.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,small_dso
NGC5617,OCl,14:29:44.07,-60:42:39.0,Cen,5.1,,6.3,,,,,NGC,5617,NGC 5617,,,5617.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,small_dso
NGC5662,OCl,14:35:37.58,-56:37:05.1,Cen,8.1,,5.5,,,,,NGC,5662,NGC 5662,,,5662.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,small_dso
NGC5715,OCl,14:43:29.69,-57:34:37.3,Cir,3.6,,9.8,,,,,NGC,5715,NGC 5715,,,5715.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,small_dso
NGC5749,OCl,14:48:53.94,-54:29:51.7,Lup,7.2,,8.8,,,,,NGC,5749,NGC 5749,,,5749.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,small_dso
NGC5823,OCl,15:05:30.63,-55:36:13.5,Cir,3.9,,7.9,,,,,NGC,5823,NGC 5823,,,5823.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,small_dso
NGC5824,GCl,15:03:58.64,-33:04:05.3,Lup,5.1,,9.56,,,,,NGC,5824,NGC 5824,,,5824.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,small_dso
NGC5846,G,15:06:29.28,+01:36:20.2,Vir,4.27,4.05,10.18,,,,,NGC,5846,NGC 5846,,,5846.0,,,,,,,,,,,,,,,,,,Vir,NGC5846,,15 06.5,+01 36,10,4.9,4.4,NGC,5846.0,G,True,small_dso
NGC5866,G,15:06:29.50,+55:45:47.6,Dra,6.31,2.72,9.89,,,,,NGC,5866,NGC 5866,,,5866.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,small_dso
NGC5897,GCl,15:17:24.40,-21:00:36.4,Lib,9.9,,8.52,,,,,NGC,5897,NGC 5897,,,5897.0,,,,,,,,,,,,,,,,,,Lib,NGC5897,GHOST GLOBULAR,15 17.4,-21 01,8.5,12.6,12.6,NGC,5897.0,GCl,True,small_dso
NGC5925,OCl,15:27:26.82,-54:31:43.6,Nor,4.8,,8.4,,,,,NGC,5925,NGC 5925,,,5925.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,small_dso
NGC5927,GCl,15:28:00.43,-50:40:22.0,Lup,6.6,,8.86,,,,,NGC,5927,NGC 5927,,,5927.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,small_dso
NGC5986,GCl,15:46:03.44,-37:47:10.1,Lup,5.4,,6.92,,,,,NGC,5986,NGC 5986,,,5986.0,,,,,,,,,,,,,,,,,,Lup,NGC5986,Dunlop 552        ,15 46.1,-37 47,7.6,9.6,9.6,NGC,5986.0,GCl,True,small_dso
NGC5999,OCl,15:52:08.63,-56:28:22.1,Nor,3.3,,9.0,,,,,NGC,5999,NGC 5999,,,5999.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,small_dso
NGC6025,OCl,16:03:17.79,-60:25:52.9,TrA,11.4,,5.1,,,,,NGC,6025,NGC 6025,,,6025.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,small_dso
NGC6031,OCl,16:07:35.38,-54:00:53.8,Nor,4.8,,8.5,,,,,NGC,6031,NGC 6031,,,6031.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,small_dso
NGC6067,OCl,16:13:11.05,-54:13:08.2,Nor,8.1,,5.6,,,,,NGC,6067,NGC 6067,,,6067.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,small_dso
NGC6087,OCl,16:18:50.58,-57:56:04.5,Nor,10.2,,5.4,,,,S Nor Cluster,NGC,6087,NGC 6087,,,6087.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,small_dso
NGC6134,OCl,16:27:46.50,-49:09:04.2,Nor,6.9,,7.2,,,,,NGC,6134,NGC 6134,,,6134.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,small_dso
NGC6139,GCl,16:27:40.51,-38:50:59.1,Sco,4.5,,9.68,,,,,NGC,6139,NGC 6139,,,6139.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,small_dso
NGC6144,GCl,16:27:14.14,-26:01:29.0,Sco,5.4,,9.63,,,,,NGC,6144,NGC 6144,,,6144.0,,,,,,,,,,,,,,,,,,Sco,NGC6144,GCL  42           ,16 27.2,-26 01,9,7.4,7.4,NGC,6144.0,GCl,True,small_dso
NGC6164,Neb,16:33:41.84,-48:04:48.2,Nor,1.41,0.6,6.71,,,,,NGC,6164,NGC 6164,,,6164.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,small_dso
NGC6165,Neb,16:34:03.45,-48:09:01.8,Nor,2.5,0.5,6.71,,,,,NGC,6165,NGC 6165,,,6165.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,small_dso
NGC6167,OCl,16:34:34.98,-49:46:18.8,Nor,7.2,,6.7,,,,,NGC,6167,NGC 6167,,,6167.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,small_dso
NGC6169,OCl,16:34:04.63,-44:02:44.3,Nor,4.2,,6.6,,,,,NGC,6169,NGC 6169,,,6169.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,small_dso
NGC6178,OCl,16:35:47.25,-45:38:37.5,Sco,6.9,,7.2,,,,,NGC,6178,NGC 6178,,,6178.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,small_dso
NGC6192,OCl,16:40:23.87,-43:22:00.5,Sco,7.5,,8.5,,,,,NGC,6192,NGC 6192,,,6192.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,small_dso
NGC6200,OCl,16:44:07.35,-47:27:45.6,Ara,8.1,,7.4,,,,,NGC,6200,NGC 6200,,,6200.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,small_dso
NGC6204,OCl,16:46:09.50,-47:01:01.1,Ara,4.5,,8.2,,,,,NGC,6204,NGC 6204,,,6204.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,small_dso
NGC6208,OCl,16:49:28.19,-53:43:42.0,Ara,8.4,,7.2,,,,,NGC,6208,NGC 6208,,,6208.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,small_dso
NGC6229,GCl,16:46:58.86,+47:31:40.1,Her,4.8,,9.86,,,,,NGC,6229,NGC 6229,,,6229.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,small_dso
NGC6231,OCl,16:54:10.92,-41:49:27.3,Sco,13.8,,2.6,,,,,NGC,6231,NGC 6231,,,6231.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,small_dso
NGC6235,GCl,16:53:25.36,-22:10:38.8,Oph,4.2,,7.2,,,,,NGC,6235,NGC 6235,,,6235.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,small_dso
NGC6242,OCl,16:55:33.44,-39:27:39.4,Sco,6.6,,6.4,,,,,NGC,6242,NGC 6242,,,6242.0,,,,,,,,,,,,,,,,,,Sco,NGC6242,OCL 1001          ,16 55.5,-39 28,6.4,9.0,9.0,NGC,6242.0,OCl,True,small_dso
NGC6249,OCl,16:57:41.50,-44:48:42.8,Sco,7.6,,8.2,,,,,NGC,6249,NGC 6249,,,6249.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,small_dso
NGC6250,Cl+N,16:57:56.07,-45:56:11.9,Ara,9.6,,5.9,,,,,NGC,6250,NGC 6250,,,6250.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,small_dso
NGC6259,OCl,17:00:45.40,-44:39:17.9,Sco,6.0,,8.0,,6222,,,NGC,6259,NGC 6259,,,6259.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,small_dso
NGC6268,OCl,17:02:10.39,-39:43:41.6,Sco,6.0,,9.5,,,,,NGC,6268,NGC 6268,,,6268.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,small_dso
NGC6284,GCl,17:04:28.75,-24:45:51.6,Oph,6.6,,7.43,,,,,NGC,6284,NGC 6284,,,6284.0,,,,,,,,,,,,,,,,,,Oph,NGC6284,GCL  53           ,17 04.5,-24 46,8.9,6.2,6.2,NGC,6284.0,GCl,True,small_dso
NGC6293,GCl,17:10:10.41,-26:34:54.3,Oph,4.5,,9.02,,,,,NGC,6293,NGC 6293,,,6293.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,small_dso
NGC6304,GCl,17:14:32.51,-29:27:44.2,Oph,3.6,,9.03,,,,,NGC,6304,NGC 6304,,,6304.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,small_dso
NGC6316,GCl,17:16:37.41,-28:08:24.1,Oph,4.8,,9.03,,,,,NGC,6316,NGC 6316,,,6316.0,,,,,,,,,,,,,,,,,,Oph,NGC6316,GCL  57           ,17 16.6,-28 08,8.1,5.4,5.4,NGC,6316.0,GCl,True,small_dso
NGC6322,OCl,17:18:25.79,-42:56:02.5,Sco,6.3,,6.0,,,,,NGC,6322,NGC 6322,,,6322.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,small_dso
NGC6352,GCl,17:25:29.16,-48:25:21.7,Ara,7.2,,8.87,,,,,NGC,6352,NGC 6352,,,6352.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,small_dso
NGC6356,GCl,17:23:34.99,-17:48:46.9,Oph,5.4,,7.42,,,,,NGC,6356,NGC 6356,,,6356.0,,,,,,,,,,,,,,,,,,Oph,NGC6356,GCL  62           ,17 23.6,-17 49,8.2,10.0,10.0,NGC,6356.0,GCl,True,small_dso
NGC6362,GCl,17:31:54.84,-67:02:52.3,Ara,8.4,,8.86,,,,,NGC,6362,NGC 6362,,,6362.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,small_dso
NGC0637,OCl,01:43:03.11,+64:02:11.6,Cas,4.5,,8.2,,,,,NGC,0637,NGC 637,,,637.0,,,,,,,,,,,,,,,,,,Cas,NGC637,OCL  329          ,01 43.1,+64 02,8.2,3.0,3.0,NGC,637.0,OCl,True,small_dso
NGC6396,OCl,17:37:36.34,-35:01:33.1,Sco,3.3,,8.5,,,,,NGC,6396,NGC 6396,,,6396.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,small_dso
NGC6400,OCl,17:40:12.80,-36:56:51.8,Sco,6.0,,8.8,,,,,NGC,6400,NGC 6400,,,6400.0,,,,,,,,,,,,,,,,,,Sco,NGC6400,PHANTOM CLUSTER,17 40.2,-36 58,8.8,12.0,12.0,NGC,6400.0,OCl,True,small_dso
NGC6425,OCl,17:47:01.68,-31:31:45.8,Sco,4.8,,7.2,,,,,NGC,6425,NGC 6425,,,6425.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,small_dso
NGC6441,GCl,17:50:12.84,-37:03:03.9,Sco,4.8,,8.0,,,,,NGC,6441,NGC 6441,,,6441.0,,,,,,,,,,,,,,,,,,Sco,NGC6441,SILVER NUGGET CLUSTER,17 50.2,-37 03,7.2,9.6,9.6,NGC,6441.0,GCl,True,small_dso
NGC6451,OCl,17:50:40.64,-30:12:41.8,Sco,7.2,,8.2,,,,,NGC,6451,NGC 6451,,,6451.0,,,,,,,,,,,,,,,,,,Sco,NGC6451,OCL 1035/Tom Thumb Cluster      ,17 50.7,-30 13,8.2,8.0,8.0,NGC,6451.0,OCl,True,small_dso
NGC6469,OCl,17:53:12.13,-22:16:30.4,Sgr,9.0,,8.2,,,,,NGC,6469,NGC 6469,,,6469.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,small_dso
NGC6507,OCl,17:59:50.79,-17:27:01.0,Sgr,4.8,,9.6,,,,,NGC,6507,NGC 6507,,,6507.0,,,,,,,,,,,,,,,,,,Sgr,NGC6507,OCL   32          ,17 59.8,-17 27,9.6,8.0,8.0,NGC,6507.0,OCl,True,small_dso
NGC6520,OCl,18:03:24.14,-27:53:10.0,Sgr,5.4,,7.6,,,,,NGC,6520,NGC 6520,,,6520.0,,,,,,,,,,,,,,,,,,Sgr,NGC6520,"DEAD MAN'S CHEST CLUSTER, NEXT TO B86",18 03.4,-27 53,7.6,5.0,5.0,NGC,6520.0,OCl,True,small_dso
NGC6522,GCl,18:03:34.07,-30:02:02.3,Sgr,3.9,,9.48,,,,,NGC,6522,NGC 6522,,,6522.0,,,,,,,,,,,,,,,,,,Sgr,NGC6522,GCL  82           ,18 03.6,-30 02,9.9,9.4,9.4,NGC,6522.0,GCl,True,small_dso
NGC6535,GCl,18:03:50.69,-00:17:48.9,Se2,3.6,,9.85,,,,,NGC,6535,NGC 6535,,,6535.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,small_dso
NGC0654,OCl,01:43:59.43,+61:52:57.8,Cas,6.3,,6.5,,,,,NGC,0654,NGC 654,,,654.0,,,,,,,,,,,,,,,,,,Cas,NGC654,FUZZY BUTTERFLY,01 44.0,+61 53,6.5,6.0,6.0,NGC,654.0,OCl,True,small_dso
NGC6541,GCl,18:08:02.33,-43:42:57.2,CrA,7.5,,7.32,,,,,NGC,6541,NGC 6541,,,6541.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,small_dso
NGC6544,GCl,18:07:20.00,-24:59:54.1,Sgr,6.0,,9.9,,,,,NGC,6544,NGC 6544,,,6544.0,,,,,,,,,,,,,,,,,,Sgr,NGC6544,STARFISH CLUSTER,18 07.3,-25 00,7.5,9.2,9.2,NGC,6544.0,GCl,True,small_dso
NGC6546,OCl,18:07:22.55,-23:17:46.4,Sgr,6.9,,8.0,,,,,NGC,6546,NGC 6546,,,6546.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,small_dso
NGC6568,OCl,18:12:44.25,-21:37:40.9,Sgr,7.8,,8.6,,,,,NGC,6568,NGC 6568,,,6568.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,small_dso
NGC6569,GCl,18:13:38.67,-31:49:39.6,Sgr,4.5,,9.47,,,,,NGC,6569,NGC 6569,,,6569.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,small_dso
NGC6583,OCl,18:15:48.93,-22:08:15.5,Sgr,3.6,,10.0,,,,,NGC,6583,NGC 6583,,,6583.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,small_dso
NGC6584,GCl,18:18:37.65,-52:12:54.6,Tel,5.1,,8.17,,,,,NGC,6584,NGC 6584,,,6584.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,small_dso
NGC0659,OCl,01:44:22.99,+60:40:09.0,Cas,4.2,,7.9,,,,,NGC,0659,NGC 659,,,659.0,,,,,,,,,,,,,,,,,,Cas,NGC659,OCL  332          ,01 44.4,+60 40,7.9,6.0,6.0,NGC,659.0,OCl,True,small_dso
NGC6605,OCl,18:16:21.68,-15:00:54.7,Se2,6.3,,6.0,,,,,NGC,6605,NGC 6605,,,6605.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,small_dso
NGC6625,OCl,18:22:47.30,-11:57:18.0,Sct,6.0,,9.0,,,,,NGC,6625,NGC 6625,,,6625.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,small_dso
NGC6638,GCl,18:30:56.25,-25:29:47.1,Sgr,4.2,,9.68,,,,,NGC,6638,NGC 6638,,,6638.0,,,,,,,,,,,,,,,,,,Sgr,NGC6638,GCL  95           ,18 30.9,-25 30,9.2,7.3,7.3,NGC,6638.0,GCl,True,small_dso
NGC6647,OCl,18:32:49.34,-17:13:43.2,Sgr,3.6,,8.0,,,,,NGC,6647,NGC 6647,,,6647.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,small_dso
NGC6649,OCl,18:33:27.96,-10:24:10.1,Sct,5.58,,8.9,,,,,NGC,6649,NGC 6649,,,6649.0,,,,,,,,,,,,,,,,,,Sct,NGC6649,OCL   66          ,18 33.5,-10 24,8.9,6.0,6.0,NGC,6649.0,OCl,True,small_dso
NGC6652,GCl,18:35:45.75,-32:59:25.1,Sgr,5.1,,9.75,,,,,NGC,6652,NGC 6652,,,6652.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,small_dso
NGC6664,OCl,18:36:33.35,-08:13:14.7,Sct,6.0,,7.8,,,,,NGC,6664,NGC 6664,,,6664.0,,,,,,,,,,,,,,,,,,Sct,NGC6664,SANTA'S SLEIGH CLUSTER,18 36.5,-08 11,7.8,12.0,12.0,NGC,6664.0,OCl,True,small_dso
NGC6683,OCl,18:42:13.97,-06:12:44.1,Sct,3.0,,9.4,,,,,NGC,6683,NGC 6683,,,6683.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,small_dso
NGC6704,OCl,18:50:45.77,-05:12:19.5,Sct,3.3,,9.2,,,,,NGC,6704,NGC 6704,,,6704.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,small_dso
NGC6712,GCl,18:53:04.89,-08:42:19.7,Sct,5.7,,8.69,,,,,NGC,6712,NGC 6712,,,6712.0,,,,,,,,,,,,,,,,,,Sct,NGC6712,GCL 103           ,18 53.1,-08 42,8.1,9.8,9.8,NGC,6712.0,GCl,True,small_dso
NGC6716,OCl,18:54:34.37,-19:54:03.9,Sgr,7.2,,7.5,,,,,NGC,6716,NGC 6716,,,6716.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,small_dso
NGC6738,*Ass,19:01:21.56,+11:36:56.2,Aql,5.4,,8.3,,,,,NGC,6738,NGC 6738,,,6738.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,small_dso
NGC6760,GCl,19:11:12.06,+01:01:49.7,Aql,5.4,,9.78,,,,,NGC,6760,NGC 6760,,,6760.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,small_dso
NGC6791,OCl,19:20:53.22,+37:46:18.8,Lyr,6.3,,9.5,,,,,NGC,6791,NGC 6791,,,6791.0,,,,,,,,,,,,,,,,,,Lyr,NGC6791,OCL  142          ,19 20.9,+37 46,9.5,10.0,10.0,NGC,6791.0,OCl,True,small_dso
NGC6802,OCl,19:30:35.04,+20:15:39.5,Vul,4.5,,8.8,,,,,NGC,6802,NGC 6802,,,6802.0,,,,,,,,,,,,,,,,,,Vul,NGC6802,OCL  114          ,19 30.6,+20 16,8.8,5.0,5.0,NGC,6802.0,OCl,True,small_dso
NGC6819,OCl,19:41:18.09,+40:11:12.3,Cyg,6.9,,7.3,,,,Foxhead Cluster,NGC,6819,NGC 6819,,,6819.0,,,,,,,,,,,,,,,,,,Cyg,NGC6819,OCL  155/FOXHEAD NEB          ,19 41.3,+40 11,7.3,5.0,5.0,NGC,6819.0,OCl,True,small_dso
NGC6823,Cl+N,19:43:09.89,+23:17:59.8,Vul,6.0,,7.1,,,,,NGC,6823,NGC 6823,,,6823.0,,,,,,,,,,,,,,,,,,Vul,NGC6823,OCL  124          ,19 43.2,+23 18,7.1,7.0,7.0,NGC,6823.0,OCl,True,small_dso
NGC6830,OCl,19:50:59.58,+23:06:00.5,Vul,4.2,,7.9,,,,,NGC,6830,NGC 6830,,,6830.0,,,,,,,,,,,,,,,,,,Vul,NGC6830,POODLE CLUSTER,19 51.0,+23 06,7.9,6.0,6.0,NGC,6830.0,OCl,True,small_dso
NGC6834,OCl,19:52:12.56,+29:24:29.4,Cyg,4.5,,7.8,,,,,NGC,6834,NGC 6834,,,6834.0,,,,,,,,,,,,,,,,,,Cyg,NGC6834,OCL  134          ,19 52.2,+29 24,7.8,6.0,6.0,NGC,6834.0,OCl,True,small_dso
NGC6883,OCl,20:11:19.75,+35:49:55.9,Cyg,4.5,,8.0,,,,,NGC,6883,NGC 6883,,,6883.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,small_dso
NGC6910,OCl,20:23:12.05,+40:46:43.0,Cyg,6.3,,7.4,,,,,NGC,6910,NGC 6910,,,6910.0,,,,,,,,,,,,,,,,,,Cyg,NGC6910,THE INCHWORM CLUSTER,20 23.2,+40 47,7.4,10.0,10.0,NGC,6910.0,OCl,True,small_dso
NGC6934,GCl,20:34:11.49,+07:24:14.8,Del,5.4,,9.75,,,,,NGC,6934,NGC 6934,,,6934.0,,,,,,,,,,,,,,,,,,Del,NGC6934,GCL 117           ,20 34.2,+07 24,8.9,7.1,7.1,NGC,6934.0,GCl,True,small_dso
NGC6939,OCl,20:31:30.13,+60:39:43.5,Cep,12.0,,7.8,,,,,NGC,6939,NGC 6939,,,6939.0,,,,,,,,,,,,,,,,,,Cep,NGC6939,GHOST BUSH CLUSTER/FLYING GEESE CLUSTER,20 31.5,+60 40,7.8,10.0,10.0,NGC,6939.0,OCl,True,small_dso
